567 3452
e 228 182 1920.0612611674796
e 182 228 1920.0612611674796
e 80 82 17230.19276019258
e 82 80 17230.19276019258
e 80 463 6604.923736823527
e 463 80 6604.923736823527
e 80 42 12848.150231530106
e 42 80 12848.150231530106
e 42 463 5555.398690069559
e 463 42 5555.398690069559
e 42 464 9072.830182573227
e 464 42 9072.830182573227
e 42 41 10107.495955468772
e 41 42 10107.495955468772
e 42 230 6194.781766751617
e 230 42 6194.781766751617
e 42 530 1625.8916243162103
e 530 42 1625.8916243162103
e 182 229 5855.869113619762
e 229 182 5855.869113619762
e 182 385 1616.8307015441062
e 385 182 1616.8307015441062
e 182 183 13073.142839912936
e 183 182 13073.142839912936
e 182 181 5450.435232080338
e 181 182 5450.435232080338
e 185 179 9101.840708182272
e 179 185 9101.840708182272
e 185 183 3561.538712471261
e 183 185 3561.538712471261
e 185 186 5950.228330531766
e 186 185 5950.228330531766
e 185 188 2081.849790898465
e 188 185 2081.849790898465
e 183 186 3674.497756418736
e 186 183 3674.497756418736
e 183 181 9771.626173895838
e 181 183 9771.626173895838
e 179 180 10918.405272396281
e 180 179 10918.405272396281
e 179 188 2334.2188137715516
e 188 179 2334.2188137715516
e 180 191 8658.49776030377
e 191 180 8658.49776030377
e 180 188 5810.165859200006
e 188 180 5810.165859200006
e 191 143 7626.272499521587
e 143 191 7626.272499521587
e 191 188 6654.496700301552
e 188 191 6654.496700301552
e 191 258 1741.3920883724186
e 258 191 1741.3920883724186
e 144 143 2815.7095050108323
e 143 144 2815.7095050108323
e 144 322 3275.129472770087
e 322 144 3275.129472770087
e 143 322 2279.923793661251
e 322 143 2279.923793661251
e 143 159 4428.808311422789
e 159 143 4428.808311422789
e 143 258 2254.890120834515
e 258 143 2254.890120834515
e 322 159 2091.223317896825
e 159 322 2091.223317896825
e 322 326 2167.286575415074
e 326 322 2167.286575415074
e 326 159 1734.6824809577342
e 159 326 1734.6824809577342
e 326 160 6152.452116497698
e 160 326 6152.452116497698
e 326 142 1794.5471475455092
e 142 326 1794.5471475455092
e 142 160 2542.089069199124
e 160 142 2542.089069199124
e 142 321 7533.570834644692
e 321 142 7533.570834644692
e 321 160 2269.6088048198026
e 160 321 2269.6088048198026
e 321 316 9059.679322711918
e 316 321 9059.679322711918
e 321 261 3288.265444292016
e 261 321 3288.265444292016
e 316 261 4992.729733900274
e 261 316 4992.729733900274
e 316 524 4763.657805485629
e 524 316 4763.657805485629
e 316 526 7150.333330494835
e 526 316 7150.333330494835
e 526 524 5087.825131959248
e 524 526 5087.825131959248
e 526 525 3702.0513730567723
e 525 526 3702.0513730567723
e 526 528 7872.392780084649
e 528 526 7872.392780084649
e 526 527 14110.046940804432
e 527 526 14110.046940804432
e 526 7 5291.09587793033
e 7 526 5291.09587793033
e 7 528 9271.920268364374
e 528 7 9271.920268364374
e 7 9 21348.678332740612
e 9 7 21348.678332740612
e 9 528 2357.441179085173
e 528 9 2357.441179085173
e 9 358 1514.435656909119
e 358 9 1514.435656909119
e 9 357 5628.735709875052
e 357 9 5628.735709875052
e 9 6 25724.121517251886
e 6 9 25724.121517251886
e 9 5 1095.8273746038494
e 5 9 1095.8273746038494
e 9 4 23412.155571408595
e 4 9 23412.155571408595
e 4 5 19424.412491074898
e 5 4 19424.412491074898
e 353 38 2625.9858750417643
e 38 353 2625.9858750417643
e 353 442 16270.31615186435
e 442 353 16270.31615186435
e 353 334 6705.076318554121
e 334 353 6705.076318554121
e 334 442 2581.4286433052707
e 442 334 2581.4286433052707
e 334 119 8449.454902049029
e 119 334 8449.454902049029
e 269 319 13.253140831285153
e 319 269 13.253140831285153
e 269 306 5288.299032452365
e 306 269 5288.299032452365
e 119 398 5638.81867500321
e 398 119 5638.81867500321
e 119 442 6640.166122743329
e 442 119 6640.166122743329
e 119 319 2982.492462127149
e 319 119 2982.492462127149
e 119 306 6796.533061046552
e 306 119 6796.533061046552
e 306 319 8916.84620231626
e 319 306 8916.84620231626
e 447 37 2088.230467946484
e 37 447 2088.230467946484
e 447 446 12023.875025582038
e 446 447 12023.875025582038
e 447 391 11216.096584554862
e 391 447 11216.096584554862
e 447 38 24523.839771666942
e 38 447 24523.839771666942
e 38 37 10473.365324240176
e 37 38 10473.365324240176
e 38 422 10090.520052807346
e 422 38 10090.520052807346
e 38 439 2781.392688806367
e 439 38 2781.392688806367
e 38 440 9831.13138119613
e 440 38 9831.13138119613
e 38 442 12655.659249466727
e 442 38 12655.659249466727
e 29 451 12754.666410287562
e 451 29 12754.666410287562
e 29 21 9724.506276142733
e 21 29 9724.506276142733
e 29 22 5195.5289571939675
e 22 29 5195.5289571939675
e 29 27 14632.987849765046
e 27 29 14632.987849765046
e 29 30 15617.011692855138
e 30 29 15617.011692855138
e 27 22 13407.19283872839
e 22 27 13407.19283872839
e 27 25 23830.240666337715
e 25 27 23830.240666337715
e 27 26 17181.154184672963
e 26 27 17181.154184672963
e 30 21 2170.6040707815196
e 21 30 2170.6040707815196
e 30 450 661.4575380263661
e 450 30 661.4575380263661
e 30 449 19552.337627211342
e 449 30 19552.337627211342
e 30 446 8381.886571941288
e 446 30 8381.886571941288
e 30 391 6616.465332057426
e 391 30 6616.465332057426
e 26 25 5593.769052615642
e 25 26 5593.769052615642
e 26 124 14977.178558394091
e 124 26 14977.178558394091
e 391 446 13224.273040437714
e 446 391 13224.273040437714
e 398 402 13022.095787466396
e 402 398 13022.095787466396
e 398 442 5981.815065482672
e 442 398 5981.815065482672
e 398 399 2688.6173894588123
e 399 398 2688.6173894588123
e 20 396 10274.79650693071
e 396 20 10274.79650693071
e 20 74 13107.489595767087
e 74 20 13107.489595767087
e 20 299 17339.093761011176
e 299 20 17339.093761011176
e 20 476 6855.6058461212115
e 476 20 6855.6058461212115
e 20 399 3370.8081496807326
e 399 20 3370.8081496807326
e 20 69 160.36229353813223
e 69 20 160.36229353813223
e 399 402 4666.01538906094
e 402 399 4666.01538906094
e 399 396 9840.635752419383
e 396 399 9840.635752419383
e 476 299 9538.707891395554
e 299 476 9538.707891395554
e 476 300 2370.511278526107
e 300 476 2370.511278526107
e 300 299 7619.586643034836
e 299 300 7619.586643034836
e 299 69 12379.402759560857
e 69 299 12379.402759560857
e 299 303 431.2378050085685
e 303 299 431.2378050085685
e 299 304 10654.580569626107
e 304 299 10654.580569626107
e 304 303 6452.033442197034
e 303 304 6452.033442197034
e 304 276 6200.152273470116
e 276 304 6200.152273470116
e 304 305 4189.228198154379
e 305 304 4189.228198154379
e 305 303 6154.868355100504
e 303 305 6154.868355100504
e 305 302 1159.6855977819537
e 302 305 1159.6855977819537
e 305 276 5818.749774379331
e 276 305 5818.749774379331
e 305 301 5389.920149271524
e 301 305 5389.920149271524
e 305 278 5899.523423634632
e 278 305 5899.523423634632
e 278 301 6141.094024726649
e 301 278 6141.094024726649
e 280 277 4064.502588672179
e 277 280 4064.502588672179
e 277 262 2010.605907417843
e 262 277 2010.605907417843
e 301 302 6759.222719563403
e 302 301 6759.222719563403
e 301 262 4955.891629135852
e 262 301 4955.891629135852
e 262 116 10027.531581158119
e 116 262 10027.531581158119
e 262 82 5471.286802907745
e 82 262 5471.286802907745
e 262 302 5307.015956666311
e 302 262 5307.015956666311
e 82 116 11089.344296594965
e 116 82 11089.344296594965
e 82 53 22566.62517981465
e 53 82 22566.62517981465
e 82 463 17487.7505795395
e 463 82 17487.7505795395
e 230 530 9804.314479538203
e 530 230 9804.314479538203
e 230 229 11652.604969223528
e 229 230 11652.604969223528
e 229 530 5426.573285645084
e 530 229 5426.573285645084
e 229 307 3441.393757512787
e 307 229 3441.393757512787
e 229 385 7064.563112193334
e 385 229 7064.563112193334
e 463 53 8710.90863962165
e 53 463 8710.90863962165
e 463 478 7124.61090422482
e 478 463 7124.61090422482
e 463 464 15456.273961446132
e 464 463 15456.273961446132
e 464 478 3300.732713106047
e 478 464 3300.732713106047
e 464 479 6281.3668707405295
e 479 464 6281.3668707405295
e 464 484 2641.2578456527704
e 484 464 2641.2578456527704
e 464 481 10709.996348055201
e 481 464 10709.996348055201
e 464 41 10516.746240289267
e 41 464 10516.746240289267
e 464 556 0.0
e 556 464 0.0
e 41 481 0.0
e 481 41 0.0
e 41 530 11542.916610075848
e 530 41 11542.916610075848
e 41 556 2733.162260640077
e 556 41 2733.162260640077
e 41 307 1163.6979261707183
e 307 41 1163.6979261707183
e 41 561 6053.883743768064
e 561 41 6053.883743768064
e 530 307 13364.39159147953
e 307 530 13364.39159147953
e 385 307 5509.822882558654
e 307 385 5509.822882558654
e 385 181 972.3411021427122
e 181 385 972.3411021427122
e 385 317 10128.405671534081
e 317 385 10128.405671534081
e 385 550 1530.298818311073
e 550 385 1530.298818311073
e 181 186 7023.067183809697
e 186 181 7023.067183809697
e 181 175 0.0
e 175 181 0.0
e 181 317 3775.630385352974
e 317 181 3775.630385352974
e 181 217 4976.741857408151
e 217 181 4976.741857408151
e 186 175 3253.7092694334265
e 175 186 3253.7092694334265
e 186 188 2239.577101676515
e 188 186 2239.577101676515
e 186 217 0.0
e 217 186 0.0
e 188 175 3870.843037353881
e 175 188 3870.843037353881
e 188 217 0.0
e 217 188 0.0
e 188 219 7164.973993892599
e 219 188 7164.973993892599
e 188 258 4283.965226385057
e 258 188 4283.965226385057
e 258 159 1726.0613973758634
e 159 258 1726.0613973758634
e 258 160 0.0
e 160 258 0.0
e 258 219 3168.234838096925
e 219 258 3168.234838096925
e 258 257 12492.410703602412
e 257 258 12492.410703602412
e 258 270 0.0
e 270 258 0.0
e 258 259 2767.297505412121
e 259 258 2767.297505412121
e 159 160 3663.4428950436613
e 160 159 3663.4428950436613
e 159 259 0.0
e 259 159 0.0
e 160 259 2656.631734630174
e 259 160 2656.631734630174
e 160 261 2852.549233186246
e 261 160 2852.549233186246
e 261 257 2932.918761222535
e 257 261 2932.918761222535
e 261 270 3810.4979876563475
e 270 261 3810.4979876563475
e 261 259 7241.5736790154115
e 259 261 7241.5736790154115
e 261 274 0.0
e 274 261 0.0
e 261 271 3088.4269604825777
e 271 261 3088.4269604825777
e 261 524 1920.6483830386585
e 524 261 1920.6483830386585
e 524 271 1716.1526354782272
e 271 524 1716.1526354782272
e 524 272 69.5913576357107
e 272 524 69.5913576357107
e 524 525 5045.2196523171415
e 525 524 5045.2196523171415
e 525 272 4789.222499653459
e 272 525 4789.222499653459
e 525 359 3172.4518494138274
e 359 525 3172.4518494138274
e 525 528 4720.086898818245
e 528 525 4720.086898818245
e 528 359 4976.751982003901
e 359 528 4976.751982003901
e 528 527 5210.769624378834
e 527 528 5210.769624378834
e 528 358 1336.7295141924913
e 358 528 1336.7295141924913
e 528 357 6567.679152543644
e 357 528 6567.679152543644
e 358 550 6532.802614958897
e 550 358 6532.802614958897
e 358 220 1472.6461710380768
e 220 358 1472.6461710380768
e 358 549 3138.9747322188014
e 549 358 3138.9747322188014
e 358 548 10636.093581976296
e 548 358 10636.093581976296
e 358 360 17107.540749269094
e 360 358 17107.540749269094
e 358 359 5889.012297011453
e 359 358 5889.012297011453
e 358 555 1917.0575213389825
e 555 358 1917.0575213389825
e 358 357 10010.300695375792
e 357 358 10010.300695375792
e 358 6 7991.395256681842
e 6 358 7991.395256681842
e 357 359 6638.199336322893
e 359 357 6638.199336322893
e 357 555 6414.765277758421
e 555 357 6414.765277758421
e 357 6 5534.643264708155
e 6 357 5534.643264708155
e 6 555 6848.338922781257
e 555 6 6848.338922781257
e 6 519 9113.32142865702
e 519 6 9113.32142865702
e 6 520 4586.444212901947
e 520 6 4586.444212901947
e 6 5 9337.403435828583
e 5 6 9337.403435828583
e 5 520 13296.10835282206
e 520 5 13296.10835282206
e 5 2 18048.947897781298
e 2 5 18048.947897781298
e 5 3 9548.523904269618
e 3 5 9548.523904269618
e 442 420 0.0
e 420 442 0.0
e 442 436 7252.98745776569
e 436 442 7252.98745776569
e 442 426 1759.4944673393832
e 426 442 1759.4944673393832
e 442 411 302.17207520677965
e 411 442 302.17207520677965
e 442 402 6916.414557780251
e 402 442 6916.414557780251
e 442 433 2519.8263781887376
e 433 442 2519.8263781887376
e 442 440 19192.625243989867
e 440 442 19192.625243989867
e 37 36 10747.6231309114
e 36 37 10747.6231309114
e 37 432 5000.5843389301635
e 432 37 5000.5843389301635
e 37 422 5820.000235507663
e 422 37 5820.000235507663
e 37 448 17434.675207250377
e 448 37 17434.675207250377
e 37 446 3837.4116574383797
e 446 37 3837.4116574383797
e 446 448 5679.4798648102515
e 448 446 5679.4798648102515
e 446 449 4279.239784604117
e 449 446 4279.239784604117
e 422 432 7621.158341677994
e 432 422 7621.158341677994
e 422 417 1920.3229399899628
e 417 422 1920.3229399899628
e 422 439 7008.177244125112
e 439 422 7008.177244125112
e 439 417 5722.141055634836
e 417 439 5722.141055634836
e 439 425 0.0
e 425 439 0.0
e 439 419 12805.85180326625
e 419 439 12805.85180326625
e 439 420 2028.8956063881037
e 420 439 2028.8956063881037
e 439 433 6005.006833121847
e 433 439 6005.006833121847
e 439 440 3105.627952181489
e 440 439 3105.627952181489
e 440 433 11746.864940749216
e 433 440 11746.864940749216
e 451 454 7698.088545258508
e 454 451 7698.088545258508
e 451 452 3360.9358480332876
e 452 451 3360.9358480332876
e 451 23 4878.044470377419
e 23 451 4878.044470377419
e 451 453 6321.002404195273
e 453 451 6321.002404195273
e 451 21 7095.353744423273
e 21 451 7095.353744423273
e 451 22 8035.74343105066
e 22 451 8035.74343105066
e 21 452 6300.918436874924
e 452 21 6300.918436874924
e 21 32 14267.887149723623
e 32 21 14267.887149723623
e 21 450 2728.2493149723946
e 450 21 2728.2493149723946
e 21 449 20830.679138692492
e 449 21 20830.679138692492
e 22 23 5391.298606974002
e 23 22 5391.298606974002
e 22 24 9039.836910186168
e 24 22 9039.836910186168
e 22 25 5160.337390430578
e 25 22 5160.337390430578
e 25 24 19065.722694821587
e 24 25 19065.722694821587
e 450 33 10370.276994926815
e 33 450 10370.276994926815
e 450 32 13253.83041765691
e 32 450 13253.83041765691
e 450 448 8580.57281801085
e 448 450 8580.57281801085
e 450 449 22466.28680625989
e 449 450 22466.28680625989
e 449 448 4872.578219674805
e 448 449 4872.578219674805
e 402 411 7953.183325274333
e 411 402 7953.183325274333
e 402 403 4893.351972118868
e 403 402 4893.351972118868
e 402 396 1993.2365177353295
e 396 402 1993.2365177353295
e 396 403 11305.511630845445
e 403 396 11305.511630845445
e 396 74 9202.939328250246
e 74 396 9202.939328250246
e 74 403 5845.34427411851
e 403 74 5845.34427411851
e 74 75 3491.8470320887122
e 75 74 3491.8470320887122
e 74 69 16183.284953011887
e 69 74 16183.284953011887
e 69 76 11811.05647934149
e 76 69 11811.05647934149
e 69 75 9297.982918523572
e 75 69 9297.982918523572
e 69 110 4518.473143955199
e 110 69 4518.473143955199
e 69 115 10239.730696458477
e 115 69 10239.730696458477
e 69 303 12559.099222581819
e 303 69 12559.099222581819
e 69 302 5389.280866635818
e 302 69 5389.280866635818
e 303 302 5101.330055941668
e 302 303 5101.330055941668
e 303 276 1500.0435484934112
e 276 303 1500.0435484934112
e 302 115 11404.998011954667
e 115 302 11404.998011954667
e 302 116 9827.444751941479
e 116 302 9827.444751941479
e 116 110 11729.348113476373
e 110 116 11729.348113476373
e 116 115 18135.56916316877
e 115 116 18135.56916316877
e 116 51 8921.647196962113
e 51 116 8921.647196962113
e 116 53 22149.138040466267
e 53 116 22149.138040466267
e 53 51 11982.266320632865
e 51 53 11982.266320632865
e 53 48 9236.138294060744
e 48 53 9236.138294060744
e 53 478 31372.283638862555
e 478 53 31372.283638862555
e 307 561 11779.111611093262
e 561 307 11779.111611093262
e 307 564 5998.222664455184
e 564 307 5998.222664455184
e 307 550 1025.0241113273844
e 550 307 1025.0241113273844
e 478 48 12738.234430652597
e 48 478 12738.234430652597
e 478 488 14026.898605398648
e 488 478 14026.898605398648
e 478 479 3145.7660789217816
e 479 478 3145.7660789217816
e 478 465 13573.854443040325
e 465 478 13573.854443040325
e 479 484 10131.603223974245
e 484 479 10131.603223974245
e 479 465 9869.456623124363
e 465 479 9869.456623124363
e 484 465 6646.4219786843705
e 465 484 6646.4219786843705
e 484 481 3424.518078203656
e 481 484 3424.518078203656
e 481 488 4558.762941479151
e 488 481 4558.762941479151
e 481 465 27019.586324737786
e 465 481 27019.586324737786
e 481 73 7262.509198656139
e 73 481 7262.509198656139
e 481 556 5395.490952044803
e 556 481 5395.490952044803
e 556 73 5237.644003003289
e 73 556 5237.644003003289
e 556 542 9917.002054736338
e 542 556 9917.002054736338
e 556 541 4853.364416252284
e 541 556 4853.364416252284
e 556 561 3124.5543040163807
e 561 556 3124.5543040163807
e 556 562 4410.233447018798
e 562 556 4410.233447018798
e 556 547 4426.20746589926
e 547 556 4426.20746589926
e 556 543 365.91008217331097
e 543 556 365.91008217331097
e 556 540 91.22257302323676
e 540 556 91.22257302323676
e 561 541 9677.766449553226
e 541 561 9677.766449553226
e 561 562 8740.635219279022
e 562 561 8740.635219279022
e 561 540 1879.6981016450284
e 540 561 1879.6981016450284
e 561 564 7762.058899548646
e 564 561 7762.058899548646
e 561 560 0.0
e 560 561 0.0
e 561 546 0.0
e 546 561 0.0
e 317 217 4628.869376934248
e 217 317 4628.869376934248
e 317 550 11938.62668312877
e 550 317 11938.62668312877
e 317 220 1627.1851703876341
e 220 317 1627.1851703876341
e 550 564 2808.902977321368
e 564 550 2808.902977321368
e 550 220 4275.4931550681895
e 220 550 4275.4931550681895
e 550 549 7148.557444662906
e 549 550 7148.557444662906
e 175 217 4169.919106194447
e 217 175 4169.919106194447
e 175 219 0.0
e 219 175 0.0
e 217 219 4931.25596594382
e 219 217 4931.25596594382
e 217 221 5145.981323988705
e 221 217 5145.981323988705
e 217 220 4858.207454487206
e 220 217 4858.207454487206
e 219 221 10043.262153611659
e 221 219 10043.262153611659
e 219 257 0.0
e 257 219 0.0
e 219 270 376.33750002274945
e 270 219 376.33750002274945
e 257 270 2765.15902999664
e 270 257 2765.15902999664
e 257 259 3098.575348042039
e 259 257 3098.575348042039
e 270 221 9286.152933449917
e 221 270 9286.152933449917
e 270 220 558.5661579495395
e 220 270 558.5661579495395
e 270 274 19420.232271329987
e 274 270 19420.232271329987
e 270 273 8420.588182342044
e 273 270 8420.588182342044
e 270 271 0.0
e 271 270 0.0
e 270 272 433.94389625063286
e 272 270 433.94389625063286
e 274 273 934.8068770130576
e 273 274 934.8068770130576
e 274 271 8573.622242937607
e 271 274 8573.622242937607
e 274 272 4633.806555765414
e 272 274 4633.806555765414
e 271 272 5470.462086005916
e 272 271 5470.462086005916
e 272 273 10197.6903056103
e 273 272 10197.6903056103
e 272 359 8777.922503689188
e 359 272 8777.922503689188
e 359 273 618.2093232743279
e 273 359 618.2093232743279
e 359 360 8474.607411622117
e 360 359 8474.607411622117
e 220 221 7905.163797293285
e 221 220 7905.163797293285
e 220 273 8360.75653631645
e 273 220 8360.75653631645
e 220 360 2651.05327930969
e 360 220 2651.05327930969
e 549 564 11340.958367822606
e 564 549 11340.958367822606
e 549 565 6733.093120588717
e 565 549 6733.093120588717
e 549 548 1786.5651319554045
e 548 549 1786.5651319554045
e 548 565 3513.3753041519344
e 565 548 3513.3753041519344
e 548 555 10389.176536031346
e 555 548 10389.176536031346
e 360 273 6522.789491159809
e 273 360 6522.789491159809
e 555 546 0.0
e 546 555 0.0
e 555 565 5220.972499141862
e 565 555 5220.972499141862
e 555 557 7097.8436590136735
e 557 555 7097.8436590136735
e 555 519 5390.5000763752505
e 519 555 5390.5000763752505
e 519 557 9787.752238175117
e 557 519 9787.752238175117
e 519 521 8891.683306973191
e 521 519 8891.683306973191
e 519 520 8593.128553346394
e 520 519 8593.128553346394
e 520 521 7709.549696973716
e 521 520 7709.549696973716
e 520 3 4260.092297615339
e 3 520 4260.092297615339
e 2 3 12743.665193520266
e 3 2 12743.665193520266
e 2 1 16660.91725709244
e 1 2 16660.91725709244
e 3 39 18996.09063695998
e 39 3 18996.09063695998
e 3 513 11224.560395769588
e 513 3 11224.560395769588
e 3 521 469.1056297714882
e 521 3 469.1056297714882
e 3 517 11337.382563006668
e 517 3 11337.382563006668
e 3 1 16530.662586262002
e 1 3 16530.662586262002
e 420 425 2181.5319400791104
e 425 420 2181.5319400791104
e 420 419 3618.5187233215265
e 419 420 3618.5187233215265
e 420 435 2968.7083940812026
e 435 420 2968.7083940812026
e 420 443 4465.694205925248
e 443 420 4465.694205925248
e 420 436 1641.29077997199
e 436 420 1641.29077997199
e 420 426 9532.970220024217
e 426 420 9532.970220024217
e 420 433 2964.3991236905003
e 433 420 2964.3991236905003
e 436 423 0.0
e 423 436 0.0
e 436 437 1179.512833800342
e 437 436 1179.512833800342
e 436 443 5282.234442960947
e 443 436 5282.234442960947
e 436 415 5513.406013858991
e 415 436 5513.406013858991
e 436 426 15239.566690737378
e 426 436 15239.566690737378
e 436 411 8077.270809424501
e 411 436 8077.270809424501
e 426 443 1041.3164033375724
e 443 426 1041.3164033375724
e 426 433 0.0
e 433 426 0.0
e 411 407 2998.702205047096
e 407 411 2998.702205047096
e 411 415 6396.863476401587
e 415 411 6396.863476401587
e 411 408 13744.801215371856
e 408 411 13744.801215371856
e 411 403 768.0913381020504
e 403 411 768.0913381020504
e 36 35 12045.336051410071
e 35 36 12045.336051410071
e 36 431 4090.3876546307997
e 431 36 4090.3876546307997
e 36 432 3331.693375780154
e 432 36 3331.693375780154
e 36 33 6797.913913735471
e 33 36 6797.913913735471
e 36 448 7682.0941696995915
e 448 36 7682.0941696995915
e 36 223 8851.371148205946
e 223 36 8851.371148205946
e 36 438 0.0
e 438 36 0.0
e 36 424 1927.3844662871966
e 424 36 1927.3844662871966
e 432 431 111.06120680282862
e 431 432 111.06120680282862
e 432 441 3273.393503993367
e 441 432 3273.393503993367
e 432 417 5951.565278331048
e 417 432 5951.565278331048
e 448 33 13984.427921974864
e 33 448 13984.427921974864
e 417 441 4778.8393434914815
e 441 417 4778.8393434914815
e 417 425 4887.629948323619
e 425 417 4887.629948323619
e 417 419 0.0
e 419 417 0.0
e 417 445 1542.5090032041603
e 445 417 1542.5090032041603
e 425 419 7494.740644853341
e 419 425 7494.740644853341
e 425 445 555.7253968493479
e 445 425 555.7253968493479
e 425 435 5226.722836353072
e 435 425 5226.722836353072
e 454 452 4377.863040080014
e 452 454 4377.863040080014
e 454 23 10641.96683406392
e 23 454 10641.96683406392
e 454 453 11487.797279823008
e 453 454 11487.797279823008
e 452 453 6475.898628680749
e 453 452 6475.898628680749
e 452 32 6977.668450343162
e 32 452 6977.668450343162
e 23 24 13767.073675112095
e 24 23 13767.073675112095
e 32 33 21899.25615286771
e 33 32 21899.25615286771
e 33 35 10975.344063884044
e 35 33 10975.344063884044
e 403 408 2646.5713601547463
e 408 403 2646.5713601547463
e 403 401 19490.552573151585
e 401 403 19490.552573151585
e 403 75 8666.324770719968
e 75 403 8666.324770719968
e 75 393 12674.022592115298
e 393 75 12674.022592115298
e 75 401 2347.378356941067
e 401 75 2347.378356941067
e 75 395 5420.262962046564
e 395 75 5420.262962046564
e 75 76 14657.195913937861
e 76 75 14657.195913937861
e 76 77 420.68784826138517
e 77 76 420.68784826138517
e 76 400 7930.854234988505
e 400 76 7930.854234988505
e 76 395 4384.147191979216
e 395 76 4384.147191979216
e 76 106 22912.85767375094
e 106 76 22912.85767375094
e 76 110 22839.541943725508
e 110 76 22839.541943725508
e 110 106 24634.15094561226
e 106 110 24634.15094561226
e 110 108 11867.211315553477
e 108 110 11867.211315553477
e 110 115 35245.48299440766
e 115 110 35245.48299440766
e 110 51 24995.732558228767
e 51 110 24995.732558228767
e 110 50 6226.170878993996
e 50 110 6226.170878993996
e 51 48 11653.865450316112
e 48 51 11653.865450316112
e 51 50 18913.456850199724
e 50 51 18913.456850199724
e 51 494 12991.52212051431
e 494 51 12991.52212051431
e 48 494 6686.177230485323
e 494 48 6686.177230485323
e 48 498 8774.800797106505
e 498 48 8774.800797106505
e 48 47 1023.0409143421421
e 47 48 1023.0409143421421
e 48 46 8664.773300917495
e 46 48 8664.773300917495
e 48 488 292.0174536316765
e 488 48 292.0174536316765
e 564 540 0.0
e 540 564 0.0
e 564 560 0.0
e 560 564 0.0
e 564 546 4986.124541852386
e 546 564 4986.124541852386
e 564 565 4412.648988443092
e 565 564 4412.648988443092
e 488 46 11097.152441280386
e 46 488 11097.152441280386
e 488 480 8938.147318112344
e 480 488 8938.147318112344
e 488 465 11589.749818514416
e 465 488 11589.749818514416
e 465 480 1916.4343959897274
e 480 465 1916.4343959897274
e 465 73 8178.575067403107
e 73 465 8178.575067403107
e 73 480 8339.974951118207
e 480 73 8339.974951118207
e 73 542 9412.8883693295
e 542 73 9412.8883693295
e 73 486 15463.292393277976
e 486 73 15463.292393277976
e 73 559 5836.169171433961
e 559 73 5836.169171433961
e 73 71 6918.711120463715
e 71 73 6918.711120463715
e 73 554 2814.87104743389
e 554 73 2814.87104743389
e 542 543 8305.100599751187
e 543 542 8305.100599751187
e 542 554 1352.2709630766087
e 554 542 1352.2709630766087
e 541 562 5545.105302719861
e 562 541 5545.105302719861
e 562 540 4909.100103478012
e 540 562 4909.100103478012
e 547 543 10587.865504290054
e 543 547 10587.865504290054
e 547 540 3541.756361595946
e 540 547 3541.756361595946
e 547 558 6708.67108715445
e 558 547 6708.67108715445
e 543 554 8014.711356608838
e 554 543 8014.711356608838
e 543 558 1350.669880251705
e 558 543 1350.669880251705
e 543 551 1647.0419144021157
e 551 543 1647.0419144021157
e 540 558 4793.559374466262
e 558 540 4793.559374466262
e 540 560 9827.802313679285
e 560 540 9827.802313679285
e 540 552 250.18510259747248
e 552 540 250.18510259747248
e 540 546 0.0
e 546 540 0.0
e 560 552 3193.3382740343254
e 552 560 3193.3382740343254
e 560 546 5891.439544035074
e 546 560 5891.439544035074
e 560 563 0.0
e 563 560 0.0
e 546 552 0.0
e 552 546 0.0
e 546 563 6927.449618113172
e 563 546 6927.449618113172
e 546 565 9362.371143300466
e 565 546 9362.371143300466
e 546 557 3498.439899370509
e 557 546 3498.439899370509
e 565 557 0.0
e 557 565 0.0
e 557 563 4766.055413527566
e 563 557 4766.055413527566
e 557 544 8136.288847393439
e 544 557 8136.288847393439
e 557 521 2431.4384234582544
e 521 557 2431.4384234582544
e 521 544 12183.25792116922
e 544 521 12183.25792116922
e 521 40 2120.885981424926
e 40 521 2120.885981424926
e 521 39 11115.936338442929
e 39 521 11115.936338442929
e 1 517 8807.562427637717
e 517 1 8807.562427637717
e 39 40 15301.72840513585
e 40 39 15301.72840513585
e 39 513 9564.86387726384
e 513 39 9564.86387726384
e 513 40 3554.299669314323
e 40 513 3554.299669314323
e 513 506 16214.739530927794
e 506 513 16214.739530927794
e 513 514 4281.051065200215
e 514 513 4281.051065200215
e 513 512 11038.637102023025
e 512 513 11038.637102023025
e 513 517 3678.4179192928736
e 517 513 3678.4179192928736
e 517 512 4437.822711878901
e 512 517 4437.822711878901
e 517 516 2921.072886729291
e 516 517 2921.072886729291
e 517 511 8051.9827443974455
e 511 517 8051.9827443974455
e 435 444 0.0
e 444 435 0.0
e 435 445 2468.170708394428
e 445 435 2468.170708394428
e 435 421 2016.5626918730559
e 421 435 2016.5626918730559
e 435 430 1340.8044560318365
e 430 435 1340.8044560318365
e 435 443 423.59767056124997
e 443 435 423.59767056124997
e 443 430 2686.65756499718
e 430 443 2686.65756499718
e 443 437 417.5161982759863
e 437 443 417.5161982759863
e 423 224 0.0
e 224 423 0.0
e 423 414 4671.605415437925
e 414 423 4671.605415437925
e 423 429 2475.0539586098857
e 429 423 2475.0539586098857
e 423 434 729.9162885205882
e 434 423 729.9162885205882
e 423 416 1229.5056997981708
e 416 423 1229.5056997981708
e 423 412 2974.510083378606
e 412 423 2974.510083378606
e 423 437 2634.62396348972
e 437 423 2634.62396348972
